rank,lemma,subtitle_count,band,n_forms_seen
1044,uveriteľný,3773,3,7
1045,zábavný,3771,3,10
1046,múdry,3769,3,11
1047,zopár,3764,3,1
1048,návšteva,3764,3,6
1049,hlavný,3738,3,8
1050,ostrov,3737,3,8
1051,ježiši,3734,3,1
1052,vlak,3730,3,5
1053,bezpečnostný,3729,3,9
1054,želať,3724,3,13
1055,radosť,3719,3,3
1056,sloboda,3718,3,5
1057,riaditeľ,3713,3,5
1058,nazvať,3695,3,14
1059,pozícia,3693,3,7
1060,alex,3689,3,4
1061,spomienka,3686,3,8
1062,nos,3682,3,6
1063,nôž,3679,3,7
1064,rôzny,3678,3,5
1065,vstúpiť,3671,3,14
1066,teta,3668,3,5
1067,seržant,3665,3,4
1068,ponuka,3654,3,6
1069,zlomiť,3646,3,13
1070,čaj,3644,3,4
1071,richard,3638,3,4
1072,nikam,3637,3,1
1073,spojený,3630,3,8
1074,gibbs,3623,3,1
1075,prebrať,3622,3,13
1076,stránka,3619,3,7
1077,bill,3617,3,3
1078,vysoko,3617,3,3
1079,zatknúť,3612,3,12
1080,zvuk,3602,3,5
1081,predstierať,3602,3,14
1082,zima,3600,3,5
1083,ležať,3593,3,11
1084,víkend,3583,3,4
1085,spojiť,3581,3,11
1086,stroj,3575,3,8
1087,voľný,3575,3,8
1088,dar,3570,3,7
1089,predstavovať,3570,3,12
1090,načo,3551,3,1
1091,prístup,3551,3,5
1092,lístok,3547,3,7
1093,normálny,3535,3,11
1094,bývalý,3521,3,12
1095,hrdý,3512,3,5
1096,poraziť,3512,3,14
1097,dean,3505,3,1
1098,učiteľ,3505,3,7
1099,zlatý,3501,3,10
1100,povolenie,3500,3,3
1101,budúci,3499,3,5
1102,pokus,3498,3,7
1103,pomyslieť,3493,3,14
1104,falošný,3486,3,11
1105,choroba,3486,3,7
1106,akože,3485,3,1
1107,cela,3464,3,7
1108,anjel,3463,3,8
1109,snívať,3462,3,15
1110,bohatý,3459,3,12
1111,osem,3452,3,3
1112,ukazovať,3450,3,12
1113,hajzel,3449,3,6
1114,nasledovať,3444,3,10
1115,hlavná,3443,3,5
1116,súkromný,3442,3,10
1117,priestor,3441,3,7
1118,dokonalý,3438,3,10
1119,história,3437,3,6
1120,pobozkať,3436,3,12
1121,poschodie,3427,3,3
1122,walter,3426,3,1
1123,zostávať,3422,3,9
1124,kedysi,3419,3,1
1125,tadiaľto,3415,3,1
1126,posielať,3413,3,12
1127,pochybovať,3410,3,11
1128,riadiť,3405,3,13
1129,opatrne,3404,3,1
1130,ochrana,3404,3,5
1131,lekár,3402,3,7
1132,ryan,3395,3,1
1133,padnúť,3385,3,12
1134,hoci,3384,3,2
1135,kuchyňa,3384,3,4
1136,strata,3383,3,6
1137,bezpečnosť,3381,3,3
1138,manželstvo,3371,3,7
1139,pokaziť,3368,3,12
1140,úprimne,3365,3,1
1141,reštaurácia,3359,3,7
1142,prdel,3356,3,3
1143,množstvo,3351,3,6
1144,sústrediť,3350,3,11
1145,robot,3347,3,8
1146,viera,3342,3,5
1147,dôstojník,3337,3,4
1148,zariadenie,3335,3,5
1149,obyčajný,3335,3,12
1150,claire,3334,3,1
1151,potrebný,3329,3,6
1152,miestny,3324,3,12
1153,úplný,3322,3,10
1154,zranený,3315,3,7
1155,opraviť,3314,3,11
1156,vstať,3313,3,9
1157,drink,3298,3,4
1158,oslava,3296,3,7
1159,občas,3295,3,1
1160,pacient,3295,3,7
1161,vraj,3294,3,1
1162,mara,3294,3,3
1163,kód,3292,3,6
1164,úbohý,3291,3,11
1165,ozvať,3291,3,13
1166,predstava,3290,3,8
1167,jake,3288,3,2
1168,jimmy,3284,3,1
1169,mačka,3282,3,7
1170,dievčatko,3278,3,5
1171,mäso,3278,3,4
1172,titulka,3276,3,5
1173,doktorka,3274,3,5
1174,špeciálny,3266,3,10
1175,opakovať,3256,3,11
1176,voľba,3237,3,9
1177,novina,3231,3,6
1178,kosť,3223,3,6
1179,poďakovať,3222,3,10
1180,hlupák,3220,3,6
1181,autobus,3219,3,6
1182,mnohý,3219,3,4
1183,celá,3208,3,1
1184,vyšetrovanie,3206,3,4
1185,zahrať,3201,3,12
1186,ustúpiť,3201,3,8
1187,strácať,3201,3,12
1188,zdravý,3196,3,11
1189,paluba,3195,3,4
1190,zodpovedný,3192,3,10
1191,spustiť,3190,3,15
1192,gratulovať,3189,3,2
1193,chutný,3187,3,9
1194,obava,3184,3,7
1195,dostávať,3184,3,13
1196,riskovať,3183,3,11
1197,dotýkať,3179,3,11
1198,uz,3173,3,1
1199,zrušiť,3172,3,12
1200,su,3168,3,1
1201,guľka,3166,3,8
1202,dokopy,3165,3,1
1203,prsteň,3165,3,6
1204,me,3163,3,1
1205,odviesť,3160,3,11
1206,malé,3158,3,3
1207,naši,3158,3,2
1208,blbý,3156,3,10
1209,hotový,3154,3,4
1210,zmluva,3153,3,6
1211,úrad,3152,3,7
1212,ovládať,3151,3,12
1213,francúzsky,3149,3,9
1214,vypnúť,3144,3,9
1215,bob,3139,3,1
1216,obliecť,3133,3,11
1217,šéfe,3130,3,1
1218,debil,3120,3,6
1219,základ,3119,3,7
1220,chris,3116,3,4
1221,slabý,3115,3,11
1222,slobodný,3111,3,10
1223,koláč,3109,3,7
1224,považovať,3107,3,14
1225,rieka,3104,3,6
1226,nieje,3090,3,1
1227,tlak,3081,3,3
1228,trpieť,3081,3,11
1229,zložiť,3077,3,10
1230,sklapnúť,3074,3,3
1231,pohovoriť,3073,3,8
1232,kevin,3070,3,1
1233,kostol,3068,3,6
1234,koža,3064,3,5
1235,oddelenie,3058,3,4
1236,bitka,3057,3,7
1237,la,3052,3,1
1238,dav,3052,3,5
1239,povinnosť,3051,3,6
1240,ihneď,3047,3,1
1241,vzhľad,3045,3,4
1242,jak,3045,3,4
1243,nervózny,3041,3,3
1244,dopadnúť,3041,3,10
1245,vyskúšať,3037,3,11
1246,varovať,3032,3,8
1247,prinútiť,3025,3,11
1248,výlet,3024,3,4
1249,špinavý,3024,3,11
1250,požičať,3017,3,9
1251,uprostred,3016,3,1
1252,pripomínať,3013,3,13
1253,alan,3004,3,3
1254,obeta,3003,3,4
1255,majster,3000,3,4
1256,zvyčajne,2992,3,2
1257,nočná,2991,3,5
1258,guľa,2989,3,9
1259,ženská,2988,3,5
1260,vyspať,2988,3,12
1261,východ,2985,3,5
1262,dvakrát,2982,3,1
1263,vyzdvihnúť,2979,3,11
1264,nazývať,2979,3,9
1265,proces,2972,3,6
1266,voľno,2971,3,5
1267,podmienka,2966,3,8
1268,skúška,2966,3,8
1269,ukončiť,2959,3,11
1270,projekt,2958,3,7
1271,danny,2955,3,2
1272,rosa,2955,3,3
1273,absolútno,2949,3,3
1274,sudca,2949,3,6
1275,taška,2943,3,7
1276,študent,2937,3,8
1277,spoznávať,2937,3,7
1278,potešenie,2931,3,3
1279,boží,2931,3,9
1280,stratený,2928,3,8
1281,bok,2927,3,6
1282,londýn,2922,3,4
1283,taktiež,2920,3,1
1284,rýchly,2918,3,12
1285,hlboko,2917,3,3
1286,vojenský,2917,3,10
1287,tommy,2911,3,1
1288,modliť,2911,3,12
1289,vybaviť,2909,3,10
1290,česť,2908,3,2
1291,udalosť,2904,3,7
1292,míľa,2899,3,4
1293,vzadu,2898,3,1
1294,stiahnuť,2898,3,12
1295,vymeniť,2893,3,13
1296,zájsť,2893,3,13
1297,nastúpiť,2891,3,11
1298,srať,2885,3,9
1299,roh,2878,3,5
1300,huh,2873,3,1
1301,skvele,2871,3,1
1302,pohár,2870,3,6
1303,zázrak,2869,3,5
1304,zabrať,2868,3,11
1305,raňajky,2862,3,4
1306,uvedomovať,2861,3,11
1307,chlapcov,2854,3,2
1308,potvrdiť,2852,3,9
1309,jana,2850,3,2
1310,brániť,2848,3,14
1311,vodca,2847,3,7
1312,show,2846,3,1
1313,zariadiť,2843,3,10
1314,jazdiť,2836,3,12
1315,prehrať,2836,3,12
1316,opitý,2835,3,6
1317,nebo,2833,3,4
1318,rodinný,2831,3,9
1319,napraviť,2829,3,10
1320,umenie,2827,3,5
1321,slúžiť,2826,3,11
1322,stará,2822,3,3
1323,billa,2820,3,3
1324,adam,2819,3,3
1325,zlodej,2819,3,7
1326,hosť,2818,3,6
1327,nick,2816,3,1
1328,kop,2815,3,4
1329,démon,2810,3,8
1330,will,2806,3,1
1331,cestovať,2804,3,10
1332,krátky,2803,3,12
1333,kontrolovať,2798,3,11
1334,spojenie,2796,3,3
1335,základňa,2793,3,5
1336,uniesť,2790,3,7
1337,jim,2777,3,1
1338,kopec,2775,3,7
1339,dovnútra,2773,3,1
1340,nútiť,2771,3,12
1341,tehotný,2770,3,5
1342,dostatok,2763,3,6
1343,strecha,2759,3,6
1344,robert,2757,3,4
1345,kate,2755,3,1
1346,odviezť,2752,3,11
1347,zadržať,2751,3,9
1348,príkaz,2750,3,6
1349,naraziť,2750,3,12
1350,pasca,2749,3,5
1351,meč,2737,3,6
1352,amy,2735,3,1
1353,úroveň,2727,3,6
1354,meter,2712,3,3
1355,nahnevaný,2711,3,5
1356,najať,2711,3,8
1357,zažiť,2706,3,10
1358,skúsenosť,2704,3,5
1359,počítať,2704,3,15
1360,stihnúť,2697,3,17
1361,teplo,2696,3,6
1362,vietor,2695,3,6
1363,harry,2691,3,1
1364,kamarátka,2686,3,6
1365,zničený,2685,3,5
1366,zarobiť,2683,3,10
1367,objednať,2681,3,12
1368,prekvapený,2678,3,3
1369,tábor,2676,3,7
1370,okolie,2664,3,4
1371,záchod,2664,3,7
1372,kriste,2659,3,1
1373,lov,2655,3,3
1374,oblečenie,2654,3,3
1375,čudný,2654,3,7
1376,kvet,2651,3,5
1377,dospelý,2651,3,8
1378,kariéra,2646,3,5
1379,teória,2645,3,6
1380,hnevať,2643,3,12
1381,vypiť,2642,3,12
1382,článok,2638,3,5
1383,pamäť,2636,3,5
1384,odložiť,2635,3,9
1385,uvoľniť,2635,3,11
1386,venovať,2635,3,14
1387,bobby,2634,3,1
1388,diabol,2634,3,6
1389,matt,2633,3,1
1390,dovidenia,2633,3,1
1391,vážiť,2632,3,12
1392,letisko,2631,3,5
1393,odchod,2629,3,4
1394,určitý,2629,3,9
1395,umierať,2629,3,11
1396,zabitý,2622,3,5
1397,kedykoľvek,2620,3,1
1398,spravodlivosť,2619,3,5
1399,dedina,2618,3,6
1400,šerif,2613,3,3
1401,rozísť,2612,3,9
1402,princ,2607,3,5
1403,koleno,2607,3,8
1404,navzájom,2604,3,1
1405,zaneprázdnený,2601,3,4
1406,zadný,2601,3,11
1407,pochádzať,2598,3,10
1408,nechávať,2595,3,13
1409,kim,2594,3,1
1410,navyše,2594,3,1
1411,kolega,2590,3,7
1412,hrozne,2588,3,1
1413,nebezpečenstvo,2582,3,5
1414,úspech,2582,3,7
1415,ochotný,2577,3,4
1416,abby,2576,3,1
1417,užívať,2570,3,12
1418,spolupracovať,2567,3,11
1419,trik,2566,3,4
1420,odtlačok,2564,3,6
1421,princezná,2561,3,5
1422,upír,2558,3,7
1423,ľad,2556,3,5
1424,dopekla,2555,3,1
1425,výška,2552,3,6
1426,stráž,2548,3,4
1427,zodpovednosť,2547,3,3
1428,whoa,2539,3,1
1429,stretávať,2538,3,11
1430,doraziť,2536,3,12
1431,stred,2535,3,5
1432,sprostý,2532,3,9
1433,blížiť,2531,3,5
1434,nohavica,2529,3,4
1435,neustály,2528,3,5
1436,odvaha,2528,3,5
1437,lee,2527,3,1
1438,more,2524,3,4
1439,univerzita,2521,3,4
1440,oblek,2517,3,6
1441,rakovina,2515,3,5
1442,zástupca,2512,3,7
1443,vyraziť,2509,3,12
1444,vôľa,2504,3,5
1445,zomierať,2504,3,12
1446,naňho,2496,3,1
1447,vychádzať,2494,3,15
1448,bláznivý,2490,3,8
1449,doteraz,2489,3,1
1450,trest,2482,3,6
1451,fľaša,2481,3,6
1452,eddie,2478,3,1
1453,totálny,2477,3,4
1454,vypadať,2475,3,10
1455,dodávka,2473,3,6
1456,nastať,2473,3,9
1457,babka,2466,3,6
1458,detail,2465,3,8
1459,mark,2461,3,1
1460,tma,2460,3,4
1461,američan,2455,3,6
1462,majetok,2454,3,4
1463,nachádzať,2453,3,11
1464,motor,2446,3,6
1465,ťahať,2446,3,13
1466,fajčiť,2444,3,13
1467,pole,2441,3,6
1468,akurát,2440,3,1
1469,elena,2438,3,5
1470,podpora,2438,3,4
1471,zaspať,2438,3,10
1472,daniel,2437,3,4
1473,pitie,2434,3,5
1474,vajce,2433,3,8
1475,donútiť,2432,3,11
1476,ray,2426,3,1
1477,životný,2425,3,11
1478,ľud,2424,3,5
1479,hocičo,2422,3,5
1480,tanec,2421,3,6
1481,bojovník,2421,3,6
1482,fanúšik,2417,3,6
1483,stovka,2415,3,7
1484,viezť,2411,3,11
1485,fér,2409,3,2
1486,voči,2407,3,1
1487,piča,2406,3,4
1488,rýchlosť,2401,3,3
1489,hodnota,2400,3,7
1490,rozum,2399,3,4
1491,dôverovať,2398,3,15
1492,bank,2396,3,3
1493,paríž,2394,3,3
1494,scéna,2388,3,6
1495,lož,2373,3,3
1496,niesť,2373,3,13
1497,nálada,2371,3,5
1498,telefonát,2368,3,6
1499,pokojne,2366,3,2
1500,spoločne,2362,3,1
1501,obrázok,2359,3,7
1502,štýl,2356,3,4
1503,náhoda,2355,3,5
1504,opica,2355,3,7
1505,šoférovať,2353,3,8
1506,samovražda,2353,3,6
1507,stopa,2353,3,5
1508,odhaliť,2348,3,10
1509,návrh,2342,3,5
1510,doriti,2341,3,1
1511,vystúpiť,2339,3,12
1512,zísť,2337,3,9
1513,rádio,2336,3,5
1514,lietať,2334,3,9
1515,uzavrieť,2333,3,10
1516,krabica,2326,3,7
1517,konať,2323,3,12
1518,johnny,2322,3,2
1519,louis,2322,3,4
1520,peniaz,2320,3,3
1521,stupeň,2319,3,6
1522,jednať,2318,3,8
1523,piatok,2317,3,3
1524,šou,2315,3,1
1525,študovať,2312,3,9
1526,oznámiť,2311,3,9
1527,castle,2303,3,1
1528,linka,2302,3,6
1529,zvedavý,2301,3,4
1530,mapa,2296,3,6
1531,správanie,2295,3,5
1532,alkohol,2295,3,4
1533,zamestnanec,2295,3,6
1534,bezpečne,2294,3,5
1535,národný,2293,3,10
1536,rozdeliť,2293,3,12
1537,tentokrát,2291,3,1
1538,sto,2291,3,3
1539,lano,2290,3,6
1540,dopredu,2289,3,1
1541,ozaj,2288,3,1
1542,búrka,2288,3,6
1543,znamenie,2283,3,4
1544,martin,2282,3,3
1545,zaútočiť,2282,3,10
1546,sieť,2279,3,5
1547,mágia,2279,3,5
1548,vyrásť,2279,3,9
1549,zbožňovať,2275,3,9
1550,momentálny,2274,3,1
1551,vrecko,2266,3,6
1552,výskum,2262,3,6
1553,vesta,2259,3,10
1554,dovolenka,2258,3,4
1555,pracovný,2256,3,9
1556,most,2253,3,7
1557,gay,2252,3,5
1558,forma,2249,3,7
1559,pláž,2247,3,3
1560,slušný,2243,3,10
1561,sľub,2241,3,5
1562,odteraz,2233,3,1
1563,pripojiť,2233,3,12
1564,synak,2231,3,1
1565,trh,2229,3,4
1566,ľavý,2229,3,9
1567,pohreb,2226,3,5
1568,hanbiť,2226,3,13
1569,rachel,2224,3,1
1570,prezradiť,2221,3,15
1571,not,2214,3,1
1572,spokojný,2213,3,5
1573,tvrdo,2210,3,2
1574,preco,2209,3,1
1575,mcgee,2207,3,1
1576,vysvetľovať,2207,3,6
1577,biznis,2204,3,4
1578,nieco,2200,3,1
1579,riešiť,2200,3,12
1580,odstrániť,2199,3,10
1581,steve,2195,3,1
1582,de,2192,3,1
1583,clark,2191,3,1
1584,kúzlo,2191,3,4
1585,hráč,2188,3,6
1586,prázdno,2187,3,5
1587,domáca,2182,3,5
1588,potreba,2182,3,7
1589,vďačný,2179,3,6
1590,inde,2178,3,1
1591,posádka,2178,3,5
1592,agentka,2177,3,5
1593,medveď,2177,3,7
1594,veda,2171,3,6
1595,zanechať,2168,3,8
1596,známka,2166,3,5
1597,oblečený,2163,3,6
1598,bytosť,2162,3,5
1599,riešenie,2161,3,4
1600,ehm,2159,3,1
1601,obrana,2158,3,5
1602,tieň,2158,3,8
1603,zabrániť,2157,3,8
1604,obchodný,2153,3,10
1605,mlieko,2152,3,4
1606,telka,2152,3,5
1607,výnimočný,2151,3,8
1608,značka,2151,3,6
1609,piaty,2148,3,9
1610,max,2147,3,1
1611,krása,2147,3,5
1612,hnev,2146,3,4
1613,predaj,2145,3,6
1614,bál,2142,3,2
1615,väzeň,2141,3,6
1616,dívať,2141,3,13
1617,minúť,2140,3,10
1618,špeciálne,2139,3,1
1619,priveľa,2138,3,1
1620,veličenstvo,2138,3,3
1621,mŕtva,2138,3,4
1622,postava,2138,3,6
1623,dozadu,2137,3,1
1624,sotva,2135,3,1
1625,svätý,2135,3,7
1626,sklamať,2135,3,13
1627,blbosť,2134,3,4
1628,odvtedy,2132,3,1
1629,ucho,2132,3,8
1630,rozbiť,2132,3,11
1631,obrátiť,2131,3,12
1632,čeliť,2130,3,9
1633,isto,2130,3,2
1634,zač,2129,3,1
1635,leto,2129,3,3
1636,trafiť,2129,3,11
1637,útek,2127,3,3
1638,zatvoriť,2127,3,10
1639,úsmev,2126,3,4
1640,minulo,2126,3,4
1641,posrať,2126,3,10
1642,zasa,2125,3,1
1643,technológia,2125,3,6
1644,dlh,2124,3,6
1645,deväť,2120,3,3
1646,schod,2117,3,6
1647,vlk,2117,3,8
1648,vystrašiť,2117,3,8
1649,ahojte,2116,3,1
1650,uvažovať,2116,3,13
1651,díky,2110,3,1
1652,čarodejnica,2110,3,6
1653,zoznámiť,2109,3,7
1654,krava,2106,3,6
1655,major,2105,3,4
1656,mladé,2105,3,4
1657,strčiť,2105,3,11
1658,južný,2104,3,9
1659,horieť,2104,3,11
1660,bratov,2097,3,2
1661,poliš,2093,3,6
1662,štátny,2093,3,9
1663,tréner,2086,3,6
1664,hlúposť,2086,3,4
1665,hriech,2082,3,5
1666,túžiť,2082,3,11
1667,pilot,2080,3,6
1668,obťažovať,2078,3,13
1669,obdobie,2077,3,4
1670,novinka,2076,3,6
1671,vystrašený,2076,3,4
1672,rameno,2076,3,8
1673,blbec,2075,3,5
1674,tušenie,2075,3,2
1675,pripadať,2073,3,9
1676,vírus,2072,3,6
1677,vlna,2070,3,8
1678,verejný,2068,3,9
1679,odmiesť,2065,3,4
1680,dokument,2064,3,7
1681,bratranec,2063,3,6
1682,preveriť,2059,3,9
1683,dan,2057,3,1
1684,verejnosť,2057,3,3
1685,internet,2057,3,3
1686,ročný,2057,3,10
1687,dôležite,2056,3,2
1688,zasiahnuť,2053,3,8
1689,tráviť,2051,3,10
1690,zadarmo,2049,3,1
1691,páska,2049,3,5
1692,tráva,2047,3,5
1693,ženatý,2045,3,3
1694,hrozba,2044,3,6
1695,ták,2043,3,1
1696,kňaz,2041,3,6
1697,štvrtý,2038,3,8
1698,spomaliť,2036,3,6
1699,kitty,2035,3,1
1700,usa,2035,3,1
1701,smrdieť,2035,3,7
1702,vážny,2033,3,9
1703,každopádne,2031,3,1
1704,hrob,2029,3,7
1705,nahý,2029,3,7
1706,povedaný,2021,3,1
1707,sever,2021,3,3
1708,okolnosť,2020,3,4
1709,lily,2015,3,1
1710,mŕtvola,2014,3,7
1711,al,2009,3,1
1712,známa,2009,3,9
1713,zákazník,2008,3,7
1714,odovzdať,2008,3,11
1715,ctihodnosť,2006,3,1
1716,tlačiť,2006,3,10
1717,kruh,2005,3,6
1718,poprosiť,2004,3,7
1719,avšak,2003,3,1
1720,navrhovať,2003,3,6
1721,informovať,2002,3,8
1722,zamilovať,2001,3,9
1723,tučný,1999,3,9
1724,chovať,1998,3,10
1725,nadšený,1994,3,4
1726,názov,1993,3,5
1727,vrchol,1993,3,5
1728,záhrada,1993,3,6
1729,základný,1993,3,10
1730,realita,1992,3,5
1731,vnútorný,1992,3,10
1732,vykonať,1992,3,9
1733,čerstvý,1990,3,7
1734,horúci,1990,3,9
1735,veľkosť,1988,3,3
1736,majiteľ,1985,3,7
1737,téma,1983,3,6
1738,rásť,1983,3,10
1739,storočie,1980,3,4
1740,uhnúť,1979,3,3
1741,moj,1977,3,1
1742,hotovo,1975,3,1
1743,kupovať,1975,3,10
1744,ukľudni,1974,3,1
1745,san,1974,3,1
1746,prekvapiť,1974,3,12
1747,zraniť,1973,3,9
1748,nikde,1972,3,1
1749,vybuchnúť,1972,3,9
1750,výsosť,1971,3,2
1751,vynikajúci,1971,3,6
1752,cigareta,1970,3,6
1753,eric,1969,3,1
1754,jazda,1969,3,5
1755,kráčať,1967,3,12
1756,kryť,1965,3,9
1757,zachytiť,1964,3,10
1758,príčina,1963,3,6
1759,krídlo,1961,3,7
1760,pizza,1960,3,4
1761,zatknutý,1959,3,3
1762,lovec,1959,3,6
1763,bežný,1959,3,10
1764,prítomnosť,1958,3,5
1765,poskytnúť,1957,3,9
1766,zločinec,1957,3,6
1767,maska,1956,3,7
1768,veža,1956,3,6
1769,farma,1954,3,5
1770,presunúť,1953,3,11
1771,blok,1952,3,4
1772,dôvera,1950,3,5
1773,odmena,1948,3,6
1774,severný,1947,3,9
1775,prehovoriť,1947,3,12
1776,žila,1946,3,5
1777,súdny,1946,3,9
1778,kradnúť,1946,3,11
1779,chytať,1943,3,12
1780,niekoľký,1942,3,3
1781,kufor,1939,3,5
1782,zabúdať,1939,3,12
1783,presťahovať,1938,3,6
1784,banka,1937,3,6
1785,tričko,1934,3,6
1786,ignorovať,1934,3,11
1787,chytrý,1933,3,7
1788,cudzí,1928,3,11
1789,emma,1926,3,1
1790,násilie,1926,3,5
1791,prevziať,1926,3,10
1792,alica,1924,3,2
1793,sobota,1920,3,3
1794,jed,1919,3,5
1795,televízia,1919,3,5
1796,oficiálne,1918,3,2
1797,jebať,1915,3,7
1798,ponúkať,1915,3,9
1799,výbuch,1914,3,5
1800,suka,1911,3,5
1801,pripomenúť,1911,3,9
1802,zlyhať,1909,3,9
1803,hračka,1908,3,6
1804,sklad,1907,3,5
1805,samotný,1905,3,10
1806,istota,1904,3,8
1807,odniesť,1903,3,10
1808,kretén,1902,3,5
1809,taxík,1901,3,6
1810,vzorka,1900,3,4
1811,variť,1900,3,9
1812,západ,1899,3,4
1813,svetový,1899,3,9
1814,nielen,1898,3,1
1815,návrat,1898,3,4
1816,dočkať,1897,3,1
1817,vyčistiť,1897,3,9
1818,schovať,1897,3,6
1819,jazero,1897,3,6
1820,dovtedy,1896,3,1
1821,pomsta,1895,3,5
1822,živé,1894,3,3
1823,prehliadka,1891,3,5
1824,obvinenie,1890,3,5
1825,materiál,1889,3,5
1826,uniknúť,1889,3,8
1827,zmeškať,1888,3,8
1828,obidva,1886,3,6
1829,ospravedlnenie,1885,3,4
1830,pánboh,1884,3,2
1831,inšpektor,1884,3,4
1832,prebudiť,1883,3,10
1833,au,1882,3,1
1834,čiže,1882,3,1
1835,klobúk,1882,3,6
1836,ľahnúť,1882,3,7
1837,plyn,1881,3,6
1838,mm-hm,1880,3,2
1839,ušetriť,1880,3,10
1840,slávny,1879,3,10
1841,klamstvo,1879,3,9
1842,fantastický,1876,3,4
1843,súťaž,1876,3,4
1844,vydávať,1875,3,9
1845,talent,1874,3,5
1846,zásoba,1871,3,6
1847,este,1869,3,1
1848,zabaviť,1869,3,10
1849,chuck,1868,3,1
1850,akonáhle,1867,3,1
1851,víťazstvo,1867,3,7
1852,sláva,1867,3,5
1853,presný,1867,3,6
1854,politika,1863,3,5
1855,riziko,1862,3,5
1856,príroda,1860,3,5
1857,go,1859,3,1
1858,riadne,1859,3,1
1859,chodba,1859,3,8
1860,splniť,1856,3,12
1861,cudzinec,1853,3,7
1862,rušiť,1852,3,9
1863,strážnik,1851,3,5
1864,využívať,1849,3,10
1865,pripravovať,1848,3,9
1866,úmysel,1847,3,5
1867,omyl,1847,3,5
1868,schôdzka,1846,3,5
1869,had,1845,3,7
1870,národ,1839,3,7
1871,bohužiaľ,1838,3,1
1872,veselý,1838,3,4
1873,kurz,1836,3,5
1874,zmätený,1834,3,4
1875,kelly,1831,3,1
1876,okamih,1831,3,4
1877,kapela,1831,3,6
1878,nerv,1830,3,5
1879,vedec,1830,3,6
1880,poklad,1828,3,6
1881,liečba,1828,3,5
1882,pánov,1826,3,2
1883,prekrásny,1826,3,4
1884,plávať,1825,3,9
1885,mor,1824,3,4
1886,kópia,1823,3,4
1887,teplý,1823,3,8
1888,naháňať,1822,3,10
1889,počasie,1821,3,5
1890,túžba,1821,3,6
1891,sean,1820,3,1
1892,jenny,1820,3,1
1893,vplyv,1820,3,3
1894,génius,1818,3,5
1895,príšera,1816,3,7
1896,obviňovať,1815,3,12
1897,bas,1814,3,3
1898,divoký,1814,3,10
1899,ooh,1813,3,1
1900,záchrana,1813,3,5
1901,pardon,1810,3,1
1902,mora,1810,3,3
1903,rock,1810,3,3
1904,sladký,1810,3,6
1905,anglicko,1810,3,3
1906,ochranka,1808,3,5
1907,otrok,1808,3,6
1908,zlatíčko,1803,3,1
1909,zavraždený,1803,3,6
1910,obloha,1802,3,5
1911,lord,1801,3,4
1912,prepustiť,1801,3,11
1913,výhoda,1801,3,10
1914,hlad,1800,3,3
1915,vrátane,1799,3,1
1916,podržať,1799,3,7
1917,mm,1796,3,1
1918,napísaný,1794,3,3
1919,spánok,1793,3,3
1920,kilometer,1792,3,4
1921,plus,1791,3,1
1922,justin,1787,3,1
1923,tunel,1787,3,8
1924,stlačiť,1787,3,9
1925,okuliare,1786,3,4
1926,klamár,1786,3,5
1927,oceán,1785,3,7
1928,emily,1784,3,1
1929,kráľovský,1784,3,10
1930,tvor,1781,3,9
1931,štúdia,1780,3,5
1932,ostávať,1779,3,8
1933,prirodzený,1776,3,11
1934,štetka,1774,3,4
1935,paráda,1773,3,1
1936,zaviesť,1773,3,12
1937,minútka,1772,3,3
1938,brácho,1771,3,1
1939,úder,1771,3,7
1940,charles,1769,3,2
1941,srdiečko,1768,3,2
1942,lekársky,1768,3,8
1943,úcta,1767,3,5
1944,hlásiť,1767,3,10
1945,dych,1765,3,3
1946,reakcia,1765,3,6
1947,otvárať,1765,3,10
1948,lopta,1764,3,5
1949,páliť,1764,3,6
1950,zelený,1764,3,8
1951,brian,1762,3,1
1952,luke,1760,3,1
1953,pesnička,1760,3,6
1954,mocný,1759,3,12
1955,reagovať,1759,3,11
1956,výborná,1756,3,3
1957,sexi,1754,3,2
1958,vystreliť,1754,3,10
1959,pokým,1753,3,1
1960,lad,1753,3,2
1961,lucy,1751,3,1
1962,jeff,1751,3,1
1963,jedine,1750,3,1
1964,výpoveď,1750,3,4
1965,vzdávať,1750,3,11
1966,pera,1749,3,7
1967,spáchať,1747,3,7
1968,thomas,1745,3,1
1969,podvod,1745,3,6
1970,poriadny,1745,3,5
1971,verzia,1744,3,5
1972,ou,1742,3,1
1973,washington,1742,3,4
1974,priateľský,1741,3,13
1975,podporovať,1740,3,10
1976,síce,1739,3,1
1977,podvádzať,1739,3,11
1978,štvrť,1735,3,4
1979,velmi,1731,3,1
1980,trénovať,1730,3,10
1981,zjavne,1728,3,1
1982,vložiť,1727,3,11
1983,eva,1726,3,6
1984,kľudne,1725,3,1
1985,vyhnúť,1725,3,6
1986,skryť,1725,3,7
1987,zlomený,1725,3,7
1988,rešpekt,1723,3,4
1989,opúšťať,1722,3,12
1990,presvedčený,1720,3,3
1991,overiť,1718,3,8
1992,braček,1716,3,2
1993,hodinky,1714,3,1
1994,vyrastať,1713,3,6
1995,školský,1713,3,9
1996,zradiť,1710,3,7
1997,vedenie,1709,3,4
1998,sir,1705,3,3
1999,stolička,1704,3,6
2000,svadobný,1704,3,7
2001,spáliť,1704,3,11
2002,požiar,1703,3,6
2003,hanba,1703,3,5
2004,zamilovaný,1702,3,4
