rank,lemma,subtitle_count,band,n_forms_seen
2005,santa,1701,3,1
2006,angela,1700,3,5
2007,nic,1698,3,1
2008,dážď,1698,3,7
2009,tlač,1698,3,4
2010,telefónny,1697,3,8
2011,zrkadlo,1697,3,6
2012,chloe,1694,3,1
2013,vyhrážať,1690,3,9
2014,nedeľa,1689,3,3
2015,obetovať,1689,3,8
2016,výraz,1688,3,4
2017,podlaha,1688,3,5
2018,ozbrojený,1687,3,9
2019,ted,1686,3,1
2020,vedomý,1685,3,3
2021,mat,1683,3,2
2022,navrhnúť,1681,3,5
2023,hliadka,1681,3,6
2024,sused,1680,3,5
2025,metro,1680,3,4
2026,krvný,1679,3,8
2027,sťažovať,1679,3,10
2028,osamelý,1677,3,6
2029,sprcha,1676,3,5
2030,zbaliť,1676,3,9
2031,ľudstvo,1675,3,3
2032,house,1674,3,1
2033,fotografia,1674,3,5
2034,chudák,1673,3,5
2035,temnota,1673,3,6
2036,pondelok,1672,3,3
2037,spis,1671,3,6
2038,nazdar,1669,3,1
2039,tváriť,1668,3,11
2040,kúpeľňa,1666,3,4
2041,vyrobiť,1666,3,7
2042,oženiť,1666,3,6
2043,banda,1665,3,5
2044,street,1664,3,1
2045,dohodnutý,1664,3,5
2046,smiech,1661,3,3
2047,žiadosť,1660,3,4
2048,gang,1660,3,5
2049,your,1659,3,1
2050,reklama,1658,3,6
2051,dobré,1657,3,2
2052,rešpektovať,1655,3,10
2053,závislý,1655,3,10
2054,naraz,1654,3,1
2055,vedúci,1653,3,5
2056,poznámka,1652,3,5
2057,naštvaný,1651,3,1
2058,we,1650,3,1
2059,záber,1650,3,5
2060,email,1649,3,7
2061,šek,1648,3,5
2062,hotovosť,1646,3,3
2063,dostatočne,1645,3,1
2064,predstavenie,1645,3,3
2065,pištoľ,1645,3,3
2066,divadlo,1645,3,4
2067,povrch,1644,3,3
2068,prostredie,1643,3,5
2069,točiť,1643,3,10
2070,hnusný,1642,3,8
2071,susan,1638,3,1
2072,prinášať,1638,3,6
2073,milovaný,1637,3,9
2074,zbytočný,1636,3,6
2075,detská,1634,3,5
2076,úspešný,1633,3,11
2077,prúd,1632,3,5
2078,zopakovať,1632,3,9
2079,hlásenie,1631,3,3
2080,pokojný,1631,3,6
2081,herec,1629,3,5
2082,legenda,1627,3,7
2083,doprava,1626,3,4
2084,streliť,1624,3,8
2085,klam,1623,3,2
2086,veru,1620,3,1
2087,identifikovať,1620,3,6
2088,mna,1619,3,1
2089,trápne,1617,3,1
2090,kráľovstvo,1617,3,5
2091,miliarda,1617,3,5
2092,žid,1617,3,5
2093,zavraždiť,1614,3,5
2094,škaredý,1613,3,8
2095,uhm,1612,3,1
2096,omnoho,1611,3,1
2097,preniesť,1610,3,11
2098,all,1609,3,1
2099,podnik,1609,3,5
2100,andy,1607,3,1
2101,pohotovosť,1606,3,2
2102,vyliezť,1606,3,8
2103,otcov,1606,3,9
2104,william,1605,3,1
2105,pozemok,1605,3,4
2106,potrvať,1605,3,2
2107,denne,1604,3,1
2108,prenasledovať,1602,3,8
2109,hocikto,1601,3,4
2110,výmena,1601,3,5
2111,osamote,1600,3,1
2112,vedomie,1599,3,3
2113,puto,1599,3,6
2114,európa,1599,3,4
2115,zamknúť,1598,3,7
2116,prasa,1597,3,5
2117,odporný,1597,3,6
2118,spálňa,1597,3,5
2119,pôda,1597,3,5
2120,ničí,1596,3,2
2121,zabezpečiť,1594,3,10
2122,význam,1593,3,3
2123,tabletka,1593,3,6
2124,vyjadriť,1591,3,6
2125,prestávka,1590,3,4
2126,lisa,1589,3,1
2127,odmietať,1589,3,8
2128,smrteľný,1589,3,14
2129,ceniť,1587,3,5
2130,modrá,1584,3,4
2131,zapamätať,1583,3,9
2132,hádzať,1583,3,10
2133,kdekoľvek,1582,3,1
2134,obviniť,1582,3,8
2135,ib,1579,3,1
2136,koncert,1579,3,5
2137,ger,1579,3,6
2138,synu,1578,3,1
2139,zdravotný,1578,3,8
2140,nezvestný,1577,3,8
2141,sexuálny,1575,3,9
2142,chlieb,1573,3,4
2143,najesť,1572,3,8
2144,mr,1571,3,1
2145,vysvetlenie,1570,3,3
2146,ruský,1570,3,11
2147,nora,1569,3,5
2148,sviňa,1569,3,4
2149,streľba,1569,3,5
2150,zlom,1567,3,2
2151,zranenie,1566,3,6
2152,starosta,1565,3,3
2153,šialenstvo,1565,3,5
2154,laboratórium,1564,3,5
2155,skala,1564,3,8
2156,federálny,1564,3,10
2157,zapísať,1564,3,8
2158,pohybovať,1563,3,9
2159,scott,1562,3,1
2160,prehľadať,1561,3,9
2161,kristus,1560,3,4
2162,nakopať,1560,3,8
2163,laura,1558,3,5
2164,nov,1558,3,4
2165,tati,1557,3,1
2166,výťah,1557,3,4
2167,vyžadovať,1557,3,5
2168,diana,1556,3,4
2169,nato,1555,3,1
2170,terorista,1555,3,6
2171,štít,1554,3,5
2172,napiť,1554,3,8
2173,jay,1553,3,1
2174,súkromie,1553,3,3
2175,vlastniť,1553,3,9
2176,dík,1551,3,1
2177,prázdny,1551,3,7
2178,pobrežie,1551,3,4
2179,vyliečiť,1551,3,10
2180,dočerta,1550,3,1
2181,manažér,1547,3,6
2182,lúpež,1547,3,5
2183,úžasne,1546,3,2
2184,zatvorený,1545,3,5
2185,uniforma,1544,3,5
2186,palec,1543,3,5
2187,ozajstný,1543,3,10
2188,senátor,1542,3,6
2189,mamička,1541,3,5
2190,stefan,1540,3,1
2191,ed,1540,3,1
2192,dedko,1540,3,4
2193,van,1539,3,1
2194,zapnúť,1539,3,8
2195,príbuzný,1539,3,6
2196,stávka,1539,3,5
2197,kontaktovať,1539,3,8
2198,vystopovať,1538,3,5
2199,hlboký,1538,3,10
2200,znak,1537,3,4
2201,posunúť,1537,3,10
2202,vozidlo,1536,3,6
2203,juh,1535,3,2
2204,porota,1535,3,5
2205,bojový,1534,3,9
2206,nízky,1534,3,11
2207,kopa,1533,3,2
2208,jackson,1532,3,1
2209,mária,1532,3,5
2210,odpáliť,1532,3,10
2211,minister,1531,3,5
2212,bazén,1531,3,6
2213,občan,1531,3,6
2214,zásah,1530,3,6
2215,dvor,1530,3,3
2216,naďalej,1529,3,1
2217,amen,1528,3,1
2218,vyrovnať,1528,3,9
2219,raketa,1526,3,7
2220,novinár,1526,3,6
2221,počet,1525,3,4
2222,syr,1525,3,4
2223,starostlivosť,1525,3,3
2224,afrika,1525,3,4
2225,starosť,1524,3,3
2226,žalúdok,1524,3,4
2227,časopis,1523,3,6
2228,mieriť,1523,3,11
2229,carl,1521,3,1
2230,karen,1521,3,1
2231,prezrieť,1521,3,8
2232,šok,1519,3,3
2233,priateľstvo,1519,3,6
2234,patrick,1518,3,1
2235,rozkošný,1518,3,5
2236,pozorovať,1518,3,9
2237,rasa,1517,3,6
2238,slza,1516,3,6
2239,prsia,1515,3,4
2240,zbabelec,1515,3,5
2241,vstup,1515,3,5
2242,bicykel,1515,3,6
2243,monštrum,1514,3,5
2244,kanál,1514,3,8
2245,bozk,1513,3,5
2246,posadnutý,1513,3,4
2247,mmm,1511,3,1
2248,pete,1511,3,1
2249,koza,1511,3,6
2250,kostým,1511,3,6
2251,smerovať,1511,3,10
2252,pôvodný,1511,3,11
2253,joey,1510,3,1
2254,dlhovať,1510,3,8
2255,oklamať,1510,3,5
2256,jerry,1509,3,1
2257,následok,1509,3,5
2258,los,1508,3,2
2259,robin,1507,3,1
2260,rozlúčiť,1507,3,9
2261,libra,1506,3,3
2262,kočka,1506,3,7
2263,elizabeth,1504,3,1
2264,incident,1504,3,6
2265,damon,1502,3,1
2266,oslavovať,1501,3,8
2267,brucho,1501,3,4
2268,nudný,1500,3,6
2269,vyberať,1500,3,10
2270,grace,1497,3,1
2271,generácia,1496,3,5
2272,teplota,1496,3,5
2273,zrovna,1494,3,1
2274,mamka,1493,3,5
2275,bunka,1493,3,7
2276,re,1492,3,1
2277,tim,1491,3,1
2278,nula,1491,3,6
2279,mimozemšťan,1491,3,7
2280,premeniť,1491,3,9
2281,nutný,1488,3,3
2282,simon,1486,3,1
2283,vzrušujúci,1486,3,4
2284,mexiko,1486,3,3
2285,pád,1486,3,5
2286,futbal,1485,3,3
2287,sťahovať,1484,3,9
2288,čosi,1483,3,1
2289,tréning,1483,3,4
2290,cirkev,1483,3,3
2291,krvácať,1483,3,8
2292,umelec,1482,3,5
2293,finančný,1482,3,8
2294,zapáliť,1482,3,10
2295,komplikovaný,1481,3,3
2296,poradiť,1480,3,8
2297,strašidelný,1478,3,6
2298,zahrávať,1475,3,9
2299,prekonať,1474,3,7
2300,siedmy,1474,3,9
2301,zložka,1473,3,6
2302,vypustiť,1473,3,11
2303,nasadiť,1473,3,9
2304,tv,1472,3,1
2305,prejav,1472,3,6
2306,drevo,1472,3,4
2307,strážiť,1471,3,7
2308,ukradnutý,1471,3,7
2309,vas,1469,3,1
2310,večierok,1468,3,3
2311,šiesty,1468,3,8
2312,zvýšiť,1468,3,10
2313,peňaženka,1466,3,4
2314,víťaz,1466,3,5
2315,pohárik,1465,3,4
2316,šikovný,1465,3,6
2317,young,1464,3,1
2318,diel,1464,3,6
2319,odhodiť,1464,3,6
2320,ťah,1463,3,5
2321,porušiť,1462,3,9
2322,poňatie,1459,3,2
2323,kabát,1458,3,5
2324,užitočný,1458,3,6
2325,váha,1458,3,5
2326,zbadať,1458,3,10
2327,romantický,1457,3,6
2328,strelec,1457,3,6
2329,nasledujúci,1456,3,7
2330,vynechať,1456,3,9
2331,detektívka,1455,3,5
2332,hank,1454,3,1
2333,temný,1454,3,7
2334,večera,1453,3,3
2335,predný,1450,3,10
2336,príklad,1449,3,4
2337,man,1448,3,1
2338,ušiť,1448,3,3
2339,zložitý,1448,3,5
2340,krutý,1448,3,6
2341,zabávať,1448,3,12
2342,part,1447,3,2
2343,dávka,1446,3,7
2344,pľúca,1445,3,4
2345,vyšetrovať,1445,3,9
2346,krádež,1444,3,5
2347,profesionálny,1444,3,10
2348,obvinený,1442,3,4
2349,pošta,1442,3,5
2350,dojem,1440,3,3
2351,založiť,1440,3,6
2352,umyť,1439,3,8
2353,vsetko,1438,3,1
2354,model,1438,3,5
2355,zóna,1438,3,4
2356,nástroj,1437,3,5
2357,cool,1436,3,1
2358,denník,1436,3,4
2359,ministerstvo,1435,3,5
2360,séria,1435,3,6
2361,diamant,1432,3,7
2362,lekcia,1431,3,4
2363,schránka,1431,3,5
2364,kokot,1430,3,5
2365,sendvič,1429,3,4
2366,brada,1429,3,5
2367,dnešok,1428,3,4
2368,našťastie,1427,3,1
2369,kreslo,1426,3,5
2370,médium,1426,3,7
2371,politický,1426,3,8
2372,čína,1425,3,5
2373,gauč,1422,3,4
2374,ncis,1420,3,1
2375,vianočný,1419,3,8
2376,tesne,1417,3,1
2377,naznačovať,1416,3,7
2378,bum,1413,3,1
2379,skrinka,1413,3,4
2380,oslobodiť,1412,3,9
2381,cia,1411,3,1
2382,bábika,1411,3,6
2383,príchod,1410,3,4
2384,snaha,1410,3,5
2385,čínsky,1410,3,8
2386,zmrzlina,1408,3,4
2387,korekcia,1406,3,2
2388,náhle,1404,3,1
2389,prístroj,1404,3,7
2390,detstvo,1404,3,3
2391,vytvárať,1403,3,8
2392,účel,1403,3,4
2393,polievka,1402,3,5
2394,pás,1401,3,6
2395,žiarliť,1401,3,7
2396,jackie,1400,3,1
2397,ochraňovať,1400,3,9
2398,se,1399,3,1
2399,časový,1399,3,8
2400,spôsobovať,1399,3,6
2401,výzva,1397,3,5
2402,karl,1396,3,1
2403,odpad,1395,3,3
2404,mel,1394,3,1
2405,čestný,1394,3,9
2406,čln,1393,3,7
2407,sestrička,1391,3,4
2408,inokedy,1388,3,1
2409,mávať,1387,3,10
2410,vodič,1386,3,6
2411,molly,1385,3,1
2412,tentoraz,1382,3,1
2413,psí,1382,3,7
2414,doktorov,1381,3,2
2415,dátum,1380,3,5
2416,prostriedok,1380,3,6
2417,symbol,1379,3,4
2418,zlepšiť,1379,3,8
2419,anglicky,1378,3,1
2420,torta,1378,3,4
2421,svedomie,1377,3,5
2422,scenár,1376,3,5
2423,doviesť,1376,3,10
2424,takisto,1375,3,1
2425,julia,1375,3,2
2426,oco,1375,3,5
2427,tyler,1374,3,1
2428,dvojitý,1373,3,7
2429,pas,1372,3,5
2430,sneh,1372,3,3
2431,priamy,1368,3,9
2432,zakaždým,1367,3,1
2433,annie,1367,3,1
2434,línia,1367,3,6
2435,územie,1365,3,4
2436,zelená,1365,3,4
2437,bordel,1363,3,3
2438,bozkávať,1362,3,9
2439,podobať,1361,3,8
2440,žeby,1359,3,1
2441,zradca,1359,3,5
2442,košeľa,1358,3,5
2443,phil,1357,3,1
2444,utrpenie,1357,3,5
2445,rozvod,1357,3,5
2446,opustený,1357,3,9
2447,jamie,1356,3,1
2448,hrozno,1356,3,4
2449,zamerať,1356,3,8
2450,josh,1355,3,1
2451,organizácia,1354,3,6
2452,jason,1353,3,1
2453,nájdený,1353,3,5
2454,knižnica,1353,3,4
2455,starec,1352,3,6
2456,varovanie,1350,3,4
2457,polnoc,1350,3,3
2458,rukojemník,1350,3,6
2459,slnečný,1350,3,8
2460,uväznený,1349,3,5
2461,vyzliecť,1348,3,7
2462,doslova,1347,3,1
2463,postup,1347,3,5
2464,vymazať,1347,3,9
2465,pacientov,1346,3,2
2466,jaskyňa,1345,3,6
2467,isteže,1344,3,1
2468,sladké,1343,3,2
2469,ulička,1343,3,5
2470,anglický,1343,3,9
2471,priblížiť,1343,3,13
2472,naopak,1342,3,1
2473,experiment,1342,3,7
2474,zvyk,1342,3,5
2475,ubližovať,1342,3,10
2476,michelle,1339,3,1
2477,rola,1339,3,5
2478,svätá,1339,3,4
2479,flotila,1336,3,5
2480,dr,1335,3,1
2481,frasier,1334,3,1
2482,red,1334,3,1
2483,rus,1334,3,6
2484,morský,1332,3,8
2485,lepšiť,1331,3,1
2486,vydatý,1331,3,2
2487,liečiť,1330,3,8
2488,dvadsať,1329,3,3
2489,dôchodok,1329,3,2
2490,vchod,1328,3,5
2491,náklad,1328,3,5
2492,akokoľvek,1327,3,1
2493,linda,1327,3,5
2494,frajer,1327,3,5
2495,podobne,1324,3,1
2496,zamyslieť,1324,3,9
2497,pochovať,1323,3,6
2498,pyšný,1322,3,3
2499,ron,1321,3,1
2500,sally,1320,3,1
2501,hluk,1320,4,2
2502,kino,1320,4,3
2503,približovať,1320,4,6
2504,harvey,1319,4,1
2505,pauza,1319,4,3
2506,sorry,1317,4,1
2507,velenie,1317,4,5
2508,súbor,1317,4,6
2509,zhoda,1317,4,6
2510,zaoberať,1316,4,10
2511,katie,1315,4,1
2512,sviečka,1315,4,6
2513,stres,1315,4,4
2514,východný,1314,4,7
2515,citlivý,1314,4,7
2516,silne,1313,4,3
2517,kampaň,1313,4,4
2518,elektrický,1313,4,9
2519,vpred,1312,4,1
2520,kráľov,1312,4,7
2521,nahrávka,1312,4,5
2522,všakže,1311,4,1
2523,niles,1311,4,1
2524,sanitka,1311,4,4
2525,odlišný,1311,4,6
2526,jess,1310,4,1
2527,agentúra,1310,4,5
2528,zvyčajný,1308,4,6
2529,mas,1308,4,2
2530,osobnosť,1306,4,4
2531,garáž,1306,4,3
2532,nate,1305,4,1
2533,nenávisť,1305,4,3
2534,zraziť,1305,4,7
2535,porucha,1304,4,6
2536,panna,1302,4,6
2537,zniesť,1302,4,9
2538,súdiť,1301,4,9
2539,sk,1300,4,1
2540,tovar,1300,4,3
2541,uzavretý,1300,4,4
2542,rozumný,1300,4,6
2543,vyhýbať,1299,4,10
2544,cenný,1298,4,12
2545,bonnie,1296,4,1
2546,dofrasa,1296,4,1
2547,merlin,1295,4,1
2548,chudobný,1295,4,7
2549,opovažovať,1294,4,4
2550,eh,1293,4,1
2551,chod,1289,4,4
2552,vysielanie,1288,4,3
2553,toaleta,1287,4,5
2554,nemecký,1287,4,10
2555,hala,1286,4,5
2556,daň,1286,4,4
2557,rím,1286,4,4
2558,príjem,1285,4,5
2559,upratať,1285,4,9
2560,emócia,1284,4,5
2561,cukor,1284,4,3
2562,kliatba,1284,4,5
2563,továreň,1284,4,4
2564,zamknutý,1283,4,4
2565,be,1282,4,1
2566,urážka,1282,4,4
2567,západný,1280,4,8
2568,katherine,1279,4,1
2569,vypäť,1279,4,2
2570,he,1278,4,1
2571,prechádzka,1277,4,4
2572,dinozzo,1276,4,1
2573,mariť,1276,4,2
2574,vystúpenie,1276,4,4
2575,naštvať,1275,4,8
2576,šéfka,1274,4,4
2577,dielo,1274,4,3
2578,plač,1274,4,4
2579,motív,1273,4,4
2580,náboj,1273,4,4
2581,hotové,1272,4,1
2582,raj,1272,4,4
2583,rick,1270,4,1
2584,čisto,1270,4,2
2585,výstrel,1269,4,5
2586,sklo,1268,4,5
2587,zaistiť,1268,4,9
2588,caroline,1267,4,1
2589,hrubý,1267,4,6
2590,poistka,1267,4,5
2591,daný,1267,4,8
2592,milosť,1266,4,3
2593,konečný,1266,4,9
2594,marta,1263,4,2
2595,dohromady,1262,4,1
2596,španielsky,1261,4,6
2597,tuto,1260,4,1
2598,prístav,1259,4,4
2599,donna,1257,4,1
2600,zámok,1257,4,3
2601,súhlas,1257,4,5
2602,percento,1256,4,5
2603,desiť,1256,4,6
2604,púšť,1255,4,4
2605,predmet,1254,4,5
2606,dráha,1254,4,4
2607,divne,1253,4,3
2608,šálka,1252,4,5
2609,rozhodovať,1252,4,9
2610,oliver,1251,4,4
2611,podpis,1251,4,5
2612,pozdraviť,1251,4,5
2613,drak,1250,4,7
2614,podozrenie,1248,4,3
2615,chaos,1248,4,4
2616,domnievať,1246,4,8
2617,ránko,1245,4,1
2618,posratý,1245,4,8
2619,holly,1244,4,1
2620,skok,1244,4,5
2621,vam,1243,4,1
2622,penis,1243,4,5
2623,zabitie,1243,4,4
2624,zvážiť,1243,4,8
2625,čokoláda,1243,4,5
2626,palác,1243,4,3
2627,zahodiť,1243,4,7
2628,zarábať,1243,4,8
2629,rozmyslieť,1243,4,9
2630,orgán,1242,4,6
2631,uznať,1241,4,9
2632,terapia,1239,4,5
2633,medzinárodný,1238,4,9
2634,prijímať,1238,4,9
2635,pravdaže,1236,4,1
2636,lenže,1236,4,1
2637,preskočiť,1236,4,10
2638,voňať,1235,4,6
2639,výkon,1234,4,5
2640,blair,1233,4,1
2641,studený,1233,4,4
2642,zdržať,1233,4,11
2643,nahlas,1232,4,1
2644,prepadnúť,1232,4,7
2645,lacný,1231,4,7
2646,zapletený,1230,4,4
2647,smola,1230,4,2
2648,naplniť,1230,4,10
2649,pritom,1229,4,1
2650,obyvateľ,1229,4,5
2651,tvar,1228,4,5
2652,zároveň,1227,4,1
2653,aktivita,1227,4,6
2654,beckettový,1226,4,2
2655,asistent,1226,4,6
2656,kiežby,1225,4,1
2657,blízkosť,1225,4,2
2658,hľadanie,1225,4,4
2659,strážca,1224,4,6
2660,tuším,1223,4,1
2661,modré,1222,4,3
2662,komisia,1222,4,5
2663,statočný,1221,4,6
2664,nočný,1221,4,6
2665,zúfalý,1220,4,6
2666,leo,1218,4,1
2667,podeliť,1218,4,7
2668,dakujem,1217,4,1
2669,vegas,1217,4,1
2670,kyslík,1217,4,4
2671,kultúra,1217,4,7
2672,ukryť,1216,4,8
2673,utorok,1214,4,3
2674,vážený,1214,4,3
2675,india,1214,4,4
2676,záchranný,1214,4,8
2677,naštvaná,1212,4,1
2678,načase,1211,4,1
2679,potešiť,1210,4,8
2680,troska,1209,4,6
2681,rytier,1207,4,5
2682,beth,1206,4,1
2683,vízia,1206,4,6
2684,tamtá,1206,4,8
2685,kamoška,1205,4,6
2686,ihrisko,1205,4,3
2687,penny,1204,4,1
2688,nemecko,1204,4,3
2689,klietka,1204,4,5
2690,da,1202,4,1
2691,vajíčko,1202,4,3
2692,behať,1202,4,8
2693,podiel,1201,4,3
2694,založený,1201,4,4
2695,pevne,1200,4,2
2696,guvernér,1199,4,5
2697,mestský,1199,4,8
2698,doľava,1198,4,1
2699,obchodník,1198,4,5
2700,odmietnuť,1198,4,7
2701,sedadlo,1197,4,7
2702,kiež,1196,4,1
2703,beh,1196,4,3
2704,zavesiť,1196,4,8
2705,posledné,1195,4,2
2706,oddelený,1195,4,5
2707,postreliť,1195,4,4
2708,can,1194,4,1
2709,usmievať,1194,4,9
2710,marcus,1193,4,1
2711,pozdrav,1193,4,3
2712,km,1191,4,1
2713,jones,1190,4,1
2714,pivnica,1190,4,4
2715,julie,1189,4,1
2716,oddýchnuť,1189,4,4
2717,poloha,1189,4,4
2718,vládny,1189,4,8
2719,rukavica,1187,4,5
2720,skrytý,1187,4,6
2721,stavať,1187,4,8
2722,nastaviť,1187,4,8
2723,identita,1186,4,5
2724,priebeh,1185,4,2
2725,včas,1184,4,1
2726,pointa,1184,4,5
2727,tradícia,1184,4,6
2728,ružový,1184,4,8
2729,biblia,1184,4,4
2730,katastrofa,1183,4,5
2731,súvisieť,1183,4,5
2732,nas,1182,4,1
2733,večnosť,1182,4,2
2734,použitý,1182,4,4
2735,francúz,1182,4,9
2736,nevyhnutný,1181,4,3
2737,únos,1181,4,5
2738,privítať,1181,4,8
2739,sklamaný,1180,4,3
2740,vyskočiť,1180,4,7
2741,vyrábať,1179,4,8
2742,roger,1178,4,1
2743,jen,1178,4,1
2744,loviť,1178,4,6
2745,učiteľka,1175,4,4
2746,cent,1174,4,3
2747,tetovanie,1173,4,4
2748,ohrozený,1172,4,5
2749,prakticky,1171,4,1
2750,naň,1171,4,1
2751,sara,1170,4,1
2752,mlčať,1170,4,5
2753,technika,1170,4,6
2754,expert,1169,4,5
2755,zakázaný,1168,4,3
2756,tadeto,1167,4,1
2757,extra,1167,4,1
2758,koláčik,1167,4,4
2759,predviesť,1167,4,9
2760,taliansky,1166,4,6
2761,lois,1165,4,1
2762,balík,1165,4,5
2763,kôš,1164,4,5
2764,chladnička,1162,4,4
2765,zachovať,1162,4,7
2766,nahlásiť,1162,4,8
2767,vedľajší,1161,4,7
2768,hádka,1161,4,5
2769,pero,1160,4,3
2770,kilo,1160,4,4
2771,casey,1159,4,1
2772,ochutnať,1159,4,8
2773,komunikácia,1159,4,4
2774,vojnový,1159,4,8
2775,výhľad,1158,4,2
2776,lev,1158,4,5
2777,zožrať,1158,4,9
2778,heslo,1157,4,3
2779,zisk,1157,4,5
2780,zbor,1157,4,4
2781,záver,1156,4,4
2782,pristáť,1156,4,5
2783,slepá,1155,4,4
2784,modlitba,1155,4,7
2785,rusko,1155,4,3
2786,závisieť,1155,4,5
2787,padák,1154,4,5
2788,toľký,1154,4,7
2789,hrdlo,1153,4,5
2790,zavretý,1153,4,5
2791,posila,1152,4,3
2792,atmosféra,1152,4,5
2793,rory,1151,4,1
2794,with,1151,4,1
2795,šíriť,1150,4,6
2796,krvavý,1148,4,7
2797,kang,1147,4,1
2798,plat,1147,4,4
2799,voz,1147,4,7
2800,starká,1146,4,4
2801,odstúpiť,1146,4,4
2802,nanešťastie,1145,4,1
2803,podvodník,1145,4,5
2804,titul,1144,4,6
2805,tae,1143,4,1
2806,slepý,1143,4,5
2807,čelo,1143,4,4
2808,kríza,1143,4,5
2809,black,1142,4,1
2810,up,1142,4,1
2811,prokurátor,1142,4,4
2812,skákať,1142,4,9
2813,riadny,1141,4,5
2814,príprava,1141,4,7
2815,skurvysyn,1140,4,2
2816,smiešny,1139,4,3
2817,odpočívať,1139,4,4
2818,pojeb,1138,4,1
2819,larry,1138,4,1
2820,gabriel,1138,4,3
2821,medzitým,1137,4,1
2822,odznak,1136,4,4
2823,údaj,1136,4,4
2824,jasno,1136,4,3
2825,rebecca,1135,4,1
2826,andrew,1135,4,1
2827,pokrok,1135,4,3
2828,ples,1135,4,3
2829,domáci,1135,4,6
2830,vies,1135,4,2
2831,crane,1134,4,1
2832,desivý,1134,4,3
2833,nízko,1134,4,3
2834,infekcia,1134,4,5
2835,akýsi,1134,4,8
2836,big,1133,4,1
2837,múzeum,1133,4,4
2838,hannah,1132,4,1
2839,komora,1132,4,5
2840,smútok,1131,4,3
2841,babička,1130,4,5
2842,vyhlásiť,1130,4,8
2843,fyzický,1129,4,8
2844,obdivovať,1128,4,8
2845,dohľad,1128,4,4
2846,audrey,1127,4,1
2847,šofér,1127,4,5
2848,strela,1127,4,5
2849,zbierať,1127,4,9
2850,pršať,1127,4,4
2851,kecať,1127,4,9
2852,zasraný,1126,4,2
2853,pôsobivý,1126,4,3
2854,album,1126,4,5
2855,zabijak,1126,4,5
2856,uviesť,1125,4,9
2857,oproti,1124,4,1
2858,aah,1124,4,1
2859,záchvat,1124,4,4
2860,vesmírny,1124,4,8
2861,otravovať,1123,4,8
2862,záhada,1122,4,5
2863,drogový,1122,4,9
2864,tucet,1120,4,6
2865,koleso,1120,4,7
2866,bejby,1119,4,1
2867,pomóc,1119,4,1
2868,prežitie,1119,4,3
2869,jedinečný,1117,4,6
2870,bravo,1116,4,1
2871,skrz,1116,4,2
2872,premyslieť,1116,4,7
2873,čiara,1116,4,5
2874,trestný,1116,4,7
2875,bunda,1115,4,4
2876,kašeľ,1114,4,4
2877,požiadavka,1114,4,6
2878,právny,1113,4,8
2879,obsahovať,1113,4,6
2880,väzba,1112,4,4
2881,pretiahnuť,1112,4,8
2882,ovocie,1111,4,3
2883,viditeľný,1111,4,8
2884,ela,1110,4,1
2885,totiž,1110,4,1
2886,použitie,1110,4,3
2887,odrezať,1110,4,8
2888,prirodzene,1109,4,1
2889,infarkt,1108,4,2
2890,dosah,1108,4,2
2891,vedecký,1108,4,8
2892,schovávať,1108,4,9
2893,súboj,1106,4,4
2894,jeremy,1105,4,1
2895,catherine,1105,4,1
2896,metóda,1105,4,6
2897,visieť,1105,4,6
2898,rozlúčka,1104,4,4
2899,poradie,1104,4,4
2900,potkan,1103,4,5
2901,milenec,1103,4,5
2902,objekt,1102,4,6
2903,spolupráca,1101,4,4
2904,maggie,1099,4,1
2905,carrie,1098,4,1
2906,one,1098,4,1
2907,dáta,1098,4,2
2908,múr,1098,4,7
2909,zvládať,1097,4,9
2910,toby,1096,4,1
2911,privádzať,1095,4,3
2912,olej,1095,4,4
2913,min,1094,4,1
2914,čurák,1094,4,4
2915,žltý,1094,4,6
2916,šampanské,1092,4,2
2917,spodný,1092,4,6
2918,myslim,1092,4,2
2919,pôjd,1091,4,1
2920,bábätko,1091,4,5
2921,vôňa,1091,4,4
2922,tiger,1090,4,4
2923,ksicht,1090,4,5
2924,postavený,1090,4,5
2925,pevný,1089,4,5
2926,taylor,1088,4,1
2927,minimálny,1088,4,4
2928,ema,1087,4,2
2929,potichu,1086,4,2
2930,lucifer,1086,4,4
2931,cvičiť,1086,4,7
2932,večný,1086,4,7
2933,krátko,1085,4,2
2934,drsný,1085,4,5
2935,bla,1084,4,1
2936,zvlášť,1084,4,1
2937,funkcia,1084,4,5
2938,mitch,1083,4,1
2939,koľkokrát,1083,4,1
2940,moderný,1083,4,8
2941,najmä,1082,4,1
2942,gary,1081,4,1
2943,veta,1081,4,6
2944,nádhera,1080,4,1
2945,tichý,1080,4,6
2946,vrece,1080,4,5
2947,úvaha,1079,4,2
2948,odsúdený,1078,4,6
2949,dispozícia,1077,4,2
2950,tip,1077,4,3
2951,utajený,1077,4,4
2952,predchádzajúci,1077,4,5
2953,junior,1076,4,2
2954,podviesť,1076,4,5
2955,puška,1075,4,6
2956,porno,1074,4,3
2957,oceniť,1074,4,8
2958,zaujať,1074,4,8
2959,blázniť,1074,4,4
2960,spravodlivý,1074,4,7
2961,take,1073,4,1
2962,výročie,1071,4,3
2963,nemec,1071,4,5
2964,spávať,1071,4,8
2965,olivia,1070,4,3
2966,ôsmy,1070,4,7
2967,angeles,1069,4,1
2968,medicína,1069,4,4
2969,produkt,1068,4,5
2970,dylan,1067,4,1
2971,skrátka,1067,4,1
